,clientIp,Borealis,stonewall_decision,stonewall_reason,neustar_proxy_anonymizer_status,neustar_proxy_type,neustar_proxy_level,neustar_proxy_last_detected,neustar_vpn_service,neustar_hosting_facility,virustotal_malicious,virustotal_undetected,virustotal_suspicious,virustotal_harmless,virustotal_timeout,porcupince
1163,137.184.54.242,"{""ips"":[""137.184.54.242""],""results"":[{""resolvedDomains"":[{""ip"":""137.184.54.242"",""date"":""Jun 6, 2024, 2:30:10 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":2310551040,""end_ip_int"":2310551295,""start_ip"":""137.184.54.0"",""end_ip"":""137.184.54.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""great lakes"",""state"":""ohio"",""state_code"":""oh"",""state_cf"":0,""city"":""cincinnati"",""city_cf"":80,""postal_code"":""45217"",""postal_code_cf"":2,""area_code"":513,""time_zone"":-5.0,""latitude"":39.1668,""longitude"":-84.4977,""dma"":515,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":14061,""tld"":""com"",""sld"":""cloudwaysapps"",""organization"":""digitalocean  llc"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""digitalocean  llc"",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-17"",""vpn_service"":""digital ocean"",""hosting_facility"":""true""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":1,""undetected"":29,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""lastHttpsCertificate"":{""issuer"":{""C"":""US"",""CN"":""R3"",""O"":""Let\u0027s Encrypt""},""validity"":{""not_after"":""2024-02-17 09:58:24"",""not_before"":""2023-11-19 09:58:25""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/137.184.54.242"",""asn"":14061,""country"":""US"",""asOwner"":""DIGITALOCEAN-ASN"",""lastHttpsCertificateDate"":""Dec 18, 2023, 05:12:41 AM"",""network"":""137.184.48.0/20"",""jarm"":""15d3fd16d29d29d00042d43d000000f6a76359d2423084924eaeb5187f1701""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""DEVICE"":[]}}",APPROVED,NA,private,service,elite,2022-10-17,digital ocean,true,1,29,0,63,0,[]
1164,84.232.178.133,"{""ips"":[""84.232.178.133""],""results"":[{""resolvedDomains"":[{""ip"":""84.232.178.133"",""date"":""Jun 6, 2024, 2:30:11 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":1424536184,""end_ip_int"":1424536207,""start_ip"":""84.232.178.120"",""end_ip"":""84.232.178.143""},""connectivity"":{""continent"":""europe"",""country"":""romania"",""country_code"":""ro"",""country_cf"":99,""region"":"""",""state"":""constanta"",""state_code"":""ct"",""state_cf"":0,""city"":""constanta"",""city_cf"":80,""postal_code"":""900003"",""postal_code_cf"":0,""area_code"":0,""time_zone"":2.0,""latitude"":44.1733,""longitude"":28.6383,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8708,""tld"":"""",""sld"":"""",""organization"":""rcs \u0026 rds residential cgn"",""organization_type"":""Internet Service Provider"",""naics_code"":""517311"",""isic_code"":""J6110"",""carrier"":""rcs \u0026 rds sa"",""home"":""true""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":44,""suspicious"":0,""harmless"":49,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""1"",""vtlink"":""https://www.virustotal.com/gui/ip-address/84.232.178.133"",""asn"":8708,""country"":""RO"",""asOwner"":""Digi Romania S.A."",""network"":""84.232.128.0/17""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""DEVICE"":[]}}",APPROVED,NA,,,,NA,,false,0,44,0,49,0,[]
1165,168.63.40.51,"{""ips"":[""168.63.40.51""],""results"":[{""resolvedDomains"":[{""ip"":""168.63.40.51"",""date"":""Jun 6, 2024, 2:30:14 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""NEUSTAR"":[{""representation"":{""start_ip_int"":2822711296,""end_ip_int"":2822711423,""start_ip"":""168.63.40.0"",""end_ip"":""168.63.40.127""},""connectivity"":{""continent"":""europe"",""country"":""ireland"",""country_code"":""ie"",""country_cf"":99,""region"":""leinster"",""state"":""dublin"",""state_code"":"""",""state_cf"":0,""city"":""dublin"",""city_cf"":95,""postal_code_cf"":0,""area_code"":0,""time_zone"":0.0,""latitude"":53.3539,""longitude"":-6.24333,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":""net"",""sld"":""passcom"",""organization"":""microsoft corp"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""SPUR"":[],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":30,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""1"",""vtlink"":""https://www.virustotal.com/gui/ip-address/168.63.40.51"",""asn"":8075,""country"":""IE"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""168.62.0.0/15""},""PORCUPINE"":[],""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""DEVICE"":[]}}",REJECTED,WARNING_LIST,,,,NA,,false,0,30,0,63,0,[]
1166,68.183.99.150,"{""ips"":[""68.183.99.150""],""results"":[{""resolvedDomains"":[{""ip"":""68.183.99.150"",""date"":""Jun 6, 2024, 2:30:15 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":1152869216,""end_ip_int"":1152869311,""start_ip"":""68.183.99.96"",""end_ip"":""68.183.99.191""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":60,""region"":""northeast"",""state"":""new york"",""state_code"":""ny"",""state_cf"":0,""city"":""new york"",""city_cf"":50,""postal_code"":""10020"",""postal_code_cf"":2,""area_code"":212,""time_zone"":-5.0,""latitude"":40.7589,""longitude"":-73.979,""dma"":501,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""dsl"",""line_speed"":""medium""},""organization"":{""asn"":14061,""tld"":""com"",""sld"":""cloudwaysapps"",""organization"":""digitalocean  llc"",""organization_type"":""Data Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""digitalocean  llc"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""true""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""3"",""lastHttpsCertificate"":{""issuer"":{""C"":""US"",""CN"":""R3"",""O"":""Let\u0027s Encrypt""},""validity"":{""not_after"":""2022-11-23 05:14:10"",""not_before"":""2022-08-25 05:14:11""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/68.183.99.150"",""asn"":14061,""country"":""US"",""asOwner"":""DIGITALOCEAN-ASN"",""lastHttpsCertificateDate"":""Aug 25, 2022, 02:19:30 AM"",""network"":""68.183.0.0/16"",""jarm"":""3fd3fd15d3fd3fd21c3fd3fd3fd3fdc110bab2c0a19e5d4e587c17ce497b15""}}}",REJECTED,WARNING_LIST,,,,NA,,true,0,93,0,0,0,[]
1167,207.244.110.197,"{""ips"":[""207.244.110.197""],""results"":[{""resolvedDomains"":[{""ip"":""207.244.110.197"",""date"":""Jun 6, 2024, 2:30:16 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":30633,""Organization"":""LEASEWEB-USA-WDC""},""ip"":""207.244.110.197"",""risks"":[""CALLBACK_PROXY"",""TUNNEL""],""client"":{""count"":2,""types"":[""DESKTOP"",""MOBILE""],""proxies"":[""INFATICA_PROXY""],""behaviors"":[""FILE_SHARING""]},""tunnels"":[{""type"":""VPN"",""entries"":[""207.244.110.244"",""207.244.110.242""],""operator"":""HIDE_MY_ASS_VPN"",""anonymous"":true}],""location"":{""city"":""Washington"",""state"":""District of Columbia"",""country"":""US""},""organization"":""Leaseweb USA, Inc."",""infrastructure"":""DATACENTER""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3488902720,""end_ip_int"":3488902911,""start_ip"":""207.244.110.64"",""end_ip"":""207.244.110.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""district of columbia"",""state_code"":""dc"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""20026"",""postal_code_cf"":2,""area_code"":202,""time_zone"":-5.0,""latitude"":38.9069,""longitude"":-77.0284,""dma"":511,""consistency_code"":4,""radius"":41.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":30633,""tld"":""net"",""sld"":""leaseweb"",""organization"":""leaseweb usa  inc."",""organization_type"":""Internet Colocation Services"",""naics_code"":""518210"",""isic_code"":""J6311"",""carrier"":""leaseweb usa  inc."",""home"":""false""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-08"",""vpn_service"":""Leaseweb"",""hosting_facility"":""true""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":27,""suspicious"":1,""harmless"":63,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/207.244.110.197"",""asn"":30633,""country"":""US"",""asOwner"":""LEASEWEB-USA-WDC"",""network"":""207.244.64.0/18""}}}",REJECTED,WARNING_LIST,private,service,elite,2022-10-08,Leaseweb,true,2,27,1,63,0,[]
1168,207.244.80.16,"{""ips"":[""207.244.80.16""],""results"":[{""resolvedDomains"":[{""ip"":""207.244.80.16"",""date"":""Jun 6, 2024, 2:30:18 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":30633,""Organization"":""LEASEWEB-USA-WDC""},""ip"":""207.244.80.16"",""risks"":[""TUNNEL""],""client"":{""count"":3,""types"":[""DESKTOP"",""MOBILE""],""behaviors"":[""FILE_SHARING""]},""tunnels"":[{""type"":""VPN"",""entries"":[""207.244.80.31"",""198.7.59.211""],""operator"":""HIDE_MY_ASS_VPN"",""anonymous"":true}],""location"":{""city"":""Baltimore"",""state"":""Maryland"",""country"":""US""},""organization"":""Tacticom, Inc."",""infrastructure"":""DATACENTER""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3488894976,""end_ip_int"":3488895039,""start_ip"":""207.244.80.0"",""end_ip"":""207.244.80.63""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""district of columbia"",""state_code"":""dc"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""20026"",""postal_code_cf"":2,""area_code"":202,""time_zone"":-5.0,""latitude"":38.9069,""longitude"":-77.0284,""dma"":511,""consistency_code"":1,""radius"":43.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":30633,""tld"":""com"",""sld"":""leaseweb"",""organization"":""tacticom  inc."",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""leaseweb usa  inc."",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2022-10-08"",""vpn_service"":""Leaseweb"",""hosting_facility"":""true""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":3,""undetected"":28,""suspicious"":1,""harmless"":61,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/207.244.80.16"",""asn"":30633,""country"":""US"",""asOwner"":""LEASEWEB-USA-WDC"",""network"":""207.244.64.0/18""}}}",REJECTED,WARNING_LIST,private,service,elite,2022-10-08,Leaseweb,true,3,28,1,61,0,[]
1169,185.190.24.33,"{""ips"":[""185.190.24.33""],""results"":[{""resolvedDomains"":[{""ip"":""185.190.24.33"",""date"":""Jun 6, 2024, 2:30:19 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""APPROVED"",""reason"":""NA""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3116242944,""end_ip_int"":3116243199,""start_ip"":""185.190.24.0"",""end_ip"":""185.190.24.255""},""connectivity"":{""continent"":""europe"",""country"":""aland islands"",""country_code"":""ax"",""country_cf"":86,""region"":"""",""state"":"""",""state_code"":"""",""state_cf"":0,""city"":"""",""city_cf"":0,""postal_code_cf"":0,""area_code"":0,""time_zone"":0.0,""latitude"":60.1,""longitude"":19.95,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":211632,""tld"":"""",""sld"":"""",""organization"":""tribeka web advisors s.a."",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""internet solutions \u0026 innovations"",""home"":""""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":29,""suspicious"":0,""harmless"":64,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""2"",""vtlink"":""https://www.virustotal.com/gui/ip-address/185.190.24.33"",""asn"":211632,""country"":""PA"",""asOwner"":""Internet Solutions \u0026 Innovations LTD."",""network"":""185.190.24.0/24""}}}",APPROVED,NA,,,,NA,,false,0,29,0,64,0,[]
1170,20.228.171.132,"{""ips"":[""20.228.171.132""],""results"":[{""resolvedDomains"":[{""ip"":""20.228.171.132"",""date"":""Jun 6, 2024, 2:30:20 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":350530420,""end_ip_int"":350530475,""start_ip"":""20.228.171.116"",""end_ip"":""20.228.171.171""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.228.171.132"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.192.0.0/10""}}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1171,193.32.126.161,"{""ips"":[""193.32.126.161""],""results"":[{""resolvedDomains"":[{""ip"":""193.32.126.161"",""date"":""Jun 6, 2024, 2:30:21 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[{""as"":{""number"":39351,""Organization"":""31173 Services AB""},""ip"":""193.32.126.161"",""risks"":[""CALLBACK_PROXY"",""TUNNEL""],""client"":{""proxies"":[""INFATICA_PROXY""],""behaviors"":[""FILE_SHARING"",""TOR_PROXY_USER""]},""tunnels"":[{""type"":""VPN"",""entries"":[""193.32.126.84""],""operator"":""MULLVAD_VPN"",""anonymous"":true}],""location"":{""city"":""Paris"",""state"":""Île-de-France"",""country"":""FR""},""organization"":""31173 Services AB infrastructure in Paris, France."",""infrastructure"":""DATACENTER""}],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":3240132096,""end_ip_int"":3240132351,""start_ip"":""193.32.126.0"",""end_ip"":""193.32.126.255""},""connectivity"":{""continent"":""europe"",""country"":""france"",""country_code"":""fr"",""country_cf"":86,""region"":""ile-de-france"",""state"":""seine-saint-denis"",""state_code"":""93"",""state_cf"":0,""city"":""aubervilliers"",""city_cf"":61,""postal_code"":""93300"",""postal_code_cf"":2,""area_code"":0,""time_zone"":1.0,""latitude"":48.9148,""longitude"":2.38121,""dma"":0,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":"""",""connection_type"":"""",""line_speed"":""""},""organization"":{""asn"":39351,""tld"":""se"",""sld"":""31173"",""organization"":""31173 services france"",""organization_type"":"""",""naics_code"":"""",""isic_code"":"""",""carrier"":""31173 services ab"",""home"":""""},""proxy"":{""anonymizer_status"":""private"",""proxy_type"":""service"",""proxy_level"":""elite"",""proxy_last_detected"":""2023-08-28"",""vpn_service"":""mullvadvpn"",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":2,""undetected"":28,""suspicious"":0,""harmless"":63,""timeout"":0},""tags"":[""tor""],""numberOfCommunicatingFiles"":""10+"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""6"",""vtlink"":""https://www.virustotal.com/gui/ip-address/193.32.126.161"",""asn"":39351,""country"":""FR"",""asOwner"":""31173 Services AB"",""network"":""193.32.126.0/23""}}}",REJECTED,WARNING_LIST,private,service,elite,2023-08-28,mullvadvpn,false,2,28,0,63,0,[]
1172,20.115.105.25,"{""ips"":[""20.115.105.25""],""results"":[{""resolvedDomains"":[{""ip"":""20.115.105.25"",""date"":""Jun 6, 2024, 2:30:23 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":343107840,""end_ip_int"":343108031,""start_ip"":""20.115.105.0"",""end_ip"":""20.115.105.191""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":""click"",""sld"":""aaronmorrish"",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.115.105.25"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.64.0.0/10""}}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1173,20.120.113.119,"{""ips"":[""20.120.113.119""],""results"":[{""resolvedDomains"":[{""ip"":""20.120.113.119"",""date"":""Jun 6, 2024, 2:30:24 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""microsoft-azure.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":343437568,""end_ip_int"":343437695,""start_ip"":""20.120.113.0"",""end_ip"":""20.120.113.127""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":"""",""sld"":"""",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""lastHttpsCertificate"":{""issuer"":{""C"":""US"",""CN"":""Microsoft Azure TLS Issuing CA 02"",""O"":""Microsoft Corporation""},""validity"":{""not_after"":""2022-11-24 17:44:38"",""not_before"":""2021-11-29 17:44:38""}},""vtlink"":""https://www.virustotal.com/gui/ip-address/20.120.113.119"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""lastHttpsCertificateDate"":""Nov 29, 2021, 01:03:34 PM"",""network"":""20.64.0.0/10"",""jarm"":""2ad2ad0002ad2ad0002ad2ad2ad2adf05f3b95c2927ff44a7871306bfc5465""}}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
1174,20.169.215.198,"{""ips"":[""20.169.215.198""],""results"":[{""resolvedDomains"":[{""ip"":""20.169.215.198"",""date"":""Jun 6, 2024, 2:30:26 PM"",""addedOn"":20240606}],""status"":""UNKNOWN""}],""modules"":{""STONEWALL"":{""decision"":""REJECTED"",""reason"":""WARNING_LIST"",""filename"":""vpn-ipv4.csv""},""PORCUPINE"":[],""SPUR"":[],""DEVICE"":[],""NEUSTAR"":[{""representation"":{""start_ip_int"":346675104,""end_ip_int"":346675199,""start_ip"":""20.169.215.160"",""end_ip"":""20.169.215.255""},""connectivity"":{""continent"":""north america"",""country"":""united states"",""country_code"":""us"",""country_cf"":99,""region"":""mid atlantic"",""state"":""virginia"",""state_code"":""va"",""state_cf"":0,""city"":""washington"",""city_cf"":95,""postal_code"":""22747"",""postal_code_cf"":2,""area_code"":540,""time_zone"":-5.0,""latitude"":38.7308,""longitude"":-78.172,""dma"":511,""consistency_code"":4,""radius"":0.0,""ip_routing_type"":""fixed"",""connection_type"":""tx"",""line_speed"":""high""},""organization"":{""asn"":8075,""tld"":""com"",""sld"":""azure"",""organization"":""microsoft corporation"",""organization_type"":""Publishing"",""naics_code"":""511210"",""isic_code"":""J5820"",""carrier"":""microsoft corporation"",""home"":""false""},""proxy"":{""anonymizer_status"":"""",""proxy_type"":"""",""proxy_level"":"""",""vpn_service"":"""",""hosting_facility"":""false""}}],""VIRUSTOTAL"":{""avResults"":{""malicious"":0,""undetected"":93,""suspicious"":0,""harmless"":0,""timeout"":0},""tags"":[],""numberOfCommunicatingFiles"":""0"",""numberOfDownloadedFiles"":""0"",""numberOfUrls"":""0"",""vtlink"":""https://www.virustotal.com/gui/ip-address/20.169.215.198"",""asn"":8075,""country"":""US"",""asOwner"":""MICROSOFT-CORP-MSN-AS-BLOCK"",""network"":""20.160.0.0/12""}}}",REJECTED,WARNING_LIST,,,,NA,,false,0,93,0,0,0,[]
